Country Name,2022,2021,2020,2019
Oman,-2.1905015911058827,-2.014642026385929,-0.3795873690117335,0.3285829122089216
Togo,-3.5153120566231424,-3.5562650314413946,-3.596395627263571,-3.622104685196091
West Bank And Gaza,-2.7310844691434912,-2.760053336644214,-2.7869523650737706,-2.81062246609245
Sierra Leone,-3.1450365057592156,-3.175315193219886,-3.229094792180056,-3.2723334145382905
Malawi,-4.1148632473360855,-4.071710245862765,-4.053144063486471,-4.044135937740609
Serbia,0.278298608401131,2.1487112270570554,0.5828684660075616,0.3365961521523485
Turkmenistan,-2.239712591104749,-2.2970422746474206,-2.3378366799006027,-2.350235188028564
Ireland,-2.9970991440691632,-2.2479831480272714,-1.350753980047227,-1.409459103879345
Uruguay,-0.09584104174514885,0.01233511327389478,-0.009647066940570099,-0.11287546663792622
Panama,-1.85842426100107,-1.8225230690090373,-1.8250448441881666,-1.9519953927340257
Puerto Rico,0.4241380562543456,1.3028356380882367,0.5663442078582142,-2.6826866528987785
Slovak Republic,-0.12626602840132953,0.1196979854197267,0.10086270528988563,-0.14332129902390903
Lao PDR,-3.0554945711720864,-3.0997569316864984,-3.154944941959543,-3.2178931635676395
Liberia,-3.0523741568365064,-2.968618286287772,-2.939675900576303,-2.902373973235444
Tajikistan,-2.804993700958963,-2.884471340119522,-2.8982322736297044,-2.861496673276304
Mauritania,-3.9183205649817388,-3.910640842270189,-3.9212159089110576,-3.9951899260047337
Qatar,-0.8189435250587012,-0.29569539974170084,2.6394377153100277,1.649053688795693
Kyrgyz Republic,-2.656535178619262,-3.705508164020595,-3.6151550428112036,-2.585473186952391
Rwanda,-3.1902343584259154,-3.1287773376331067,-3.0998095547369453,-3.0347248343350754
Central African Republic,-3.9420184766893214,-3.257227441018869,-3.124517963862167,-3.491143628628504
Mongolia,-1.6422531686601394,-1.6957140551907497,-1.7795943323959125,-2.042097593412657
South Sudan,-3.204397792594042,-3.0794854234671583,-2.8368167096844714,-2.9580106350403668
Georgia,-1.9719236261674222,-0.8089247974225909,-0.322146405700906,-0.7644810881294882
Croatia,-0.544791077761217,0.016082212627343506,3.7630780592380573,-0.10856122677191112
Gabon,-2.269179822018393,-2.338382729331092,-2.4345713956401718,-2.552840214483702
Lithuania,-1.7304661700174522,-1.399765407632608,-0.5094308530534202,-0.3073392831133758
Burundi,-5.053114441170474,-5.049803851928386,-5.061123862960129,-5.250756798350475
Botswana,-2.5516953764884334,-2.4967034355334117,-2.562362500168711,-2.8103742603804385
Gambia,-3.36072647667649,-3.404385848144783,-3.4841055285534885,-3.543577397883612
Albania,-0.1038343160576782,-0.09367216322882305,-0.442422893704412,-0.8539439308539155
Armenia,-0.17067178719679216,0.1535956660564327,0.33733575922857884,0.38512313412880034
Eritrea,-3.1884599426523565,-3.205144941887604,-3.272591625723361,-3.1155351659077226
Jamaica,-0.5804195674794802,-0.6132776947459131,-0.8570825733201993,-0.8138061825343657
Bosnia,-0.15110953055677573,0.3128525175258218,0.6197329810028552,0.4608150450948341
Namibia,-3.0971940620964005,-3.1731546066335174,-3.426646792537807,-3.5776495731775113
Papua New Guinea,-2.822070915421819,-2.8147369536669977,-2.8164858574420597,-2.821482619559461
Bahrain,-1.0326498937837263,-0.743173385930946,0.8400138172207408,1.005049065238581
Latvia,-0.316355534712823,0.09766102618604193,0.6906382645396612,0.5665905666829958
Equatorial Guinea,-2.893685891058472,-3.006536791333326,-2.9624146448978235,-3.324899375338558
Slovenia,-1.020350691960514,-0.7650411523857004,-0.8245146326955912,-1.2009723759957405
Moldova,1.6203753062887583,1.8272684394092968,1.1630198916629186,0.8138145664748075
North Macedonia,0.4754358161648178,-0.2683604341048619,0.5122383482442966,0.6114244337621995
Guinea-Bissau,-3.0201390323365733,-3.051136267777909,-3.1015888070025843,-3.177407496787011
Estonia,-1.5540988281872552,-1.6027026969456202,-0.3735390197279692,-0.45403432147455225
Djibouti,-1.589209461548457,-1.569342110205675,-1.5884653546639778,-1.6681590321011333
Cyprus,-0.7991669519706112,-0.6650481320972601,-0.5865493968603558,-0.7269011470067176
Trinidad And Tobago,-0.4384002535796795,-0.4916372684314996,-0.5878342792169757,0.068204296004169
Lesotho,-2.5866082740989267,-2.5867824973603524,-2.7139061484775633,-2.76668908179484
Macao,-1.2754402832355083,-1.2315008746087277,-1.5036258004943148,-1.8675613611461472
Luxembourg,-2.5276176460555617,-2.219544792510307,-1.7421121789354743,-1.8997913403649722
Fiji,-1.524444589958783,-1.3895635887423738,-1.3029389177140502,-1.0789236953278902
Malta,-4.061862775523726,-2.434842317714277,-0.6871104746717004,-2.2550107937392214
Mauritius,-0.02212088871640633,0.21582342848713987,-0.06216737549094797,0.01240245180969213
Timor-Leste,-2.578833546575482,-2.6810349436434087,-2.7503564834608394,-2.6773390182680923
Montenegro,-0.32623065004477675,-0.17375100126688486,-0.16167205573519117,-0.38515932240577905
Suriname,-0.988893372022508,-0.949478287181189,-1.070672779635045,-1.1948192954102304
Cabo Verde,-1.5611947046162618,-1.5307930771112364,-1.5634624305148934,-1.6418559976927494
Iceland,-2.997981893777911,-2.532223744750064,-1.6741913361527032,-1.6550373291562652
Brunei,-1.1480645953854058,-1.1856881397293084,-1.20277369675697,-1.2229133516562998
Bhutan,-2.1189898718011126,-2.177150162511007,-2.2390626261659605,-2.3062521796056212
Bahamas,-0.797551701752759,-0.6581868748247172,-0.49521983467185804,-0.6061465804880499
Eswatini,-1.612790383891419,-1.6175564299307197,-1.7790703677571462,-1.713879233011886
Comoros,-2.6691645861490105,-2.6355174594027866,-2.6534269321189603,-2.6045800753212975
Guyana,-1.1399929429008298,-0.974676709344999,-1.3239126818358256,-0.16858747114110303
Maldives,-0.5112539898846706,-1.485107556536128,-2.385118206122363,-2.9696439581869543
New Caledonia,-0.06826008632591368,-0.11915155872836526,-0.3121175659971822,-0.5204491646507213
Solomon Islands,-3.883102332143747,-4.009217584647433,-4.133379059869904,-4.164394165977585
French Polynesia,-1.0270804095846977,-0.8996187255138803,-0.8404830922994578,-0.854554685621142
Belize,-1.8002162139578122,-1.7082380471201406,-1.6535185966734842,-1.8155610083515807
Sao Tome And Principe,-2.759399345150728,-2.7628126233657664,-2.940421390744688,-2.8461935928349984
Guam,-0.7594536794011859,-0.8013860489035275,-0.8442724630167928,-0.44191329785578687
Curacao,1.445708077884389,1.5965971213323948,1.7196644700956762,1.6507365995405765
Virgin Islands (U.S.),0.3783751659105767,0.3335306887704756,0.29111508880977205,0.24417988899131152
Barbados,-0.4491237572926188,-0.4024076446117049,-0.35623235910042794,-0.2889744263343651
Vanuatu,-2.923202633184104,-2.8974167466894287,-2.867886749606261,-2.838180949747354
Kiribati,-2.9084166439750523,-3.040946606479874,-3.1611134832853542,-3.0978863823855716
Seychelles,-0.6330731014904187,-17.80183989486315,-1.5310555767960794,-1.58662925116041
Andorra,-0.28735632183908044,-0.9358860958141924,-1.6230306172412798,-1.6703020011418366
Cayman Islands,-0.8714471216274708,-0.8296218670858441,-1.210813666784079,-1.7485997830963735
Bermuda,0.16695805572618877,0.26574416227690856,0.20230851264036132,0.028172100230072154
St. Vincent And The Grenadines,-0.5416733265846164,-0.4178422199207171,-0.5020800459044614,-0.510020184544406
Channel Islands,-0.9828684383922688,-1.0111092626481082,-1.0643860173289512,-1.098486278358688
Dominica,-0.8385146312246877,-0.8686148182236539,-1.001953616124103,-1.2113870381586918
Greenland,-0.5999160117583539,-0.26555615909228075,-0.7604639435199193,-0.5142485466888898
Aruba,-0.2997958836536826,-0.33481904843146876,-0.3423631617237985,-0.47880791858118266
Grenada,-1.1034600744194003,-1.1287462699476711,-1.183186072959496,-1.1420224420689196
Northern Mariana Islands,-0.5932388222464559,-0.24134450831541535,0.11436614762030438,0.44815465729349735
Isle Of Man,-0.6202405915461869,-0.6685323383084577,-0.5903002929141605,-0.4431048831507681
Turks And Caicos Islands,-0.9905095365336773,-1.512260946442697,-2.09534158556175,-2.9581372903848475
Sint Maarten (Dutch Part),-0.6680756990501178,-0.4402269614556838,-0.8794340178834628,-1.7397769516728625
Samoa,-0.8529054464466491,-0.9240587109125719,-0.937830108468812,-0.48635855288824154
American Samoa,0.7726845567505483,1.6915345560045592,2.542221769365973,2.444416842628245
Monaco,0.47386836377662067,0.5950259124187667,0.6432971705827837,0.3033421808136071
St. Lucia,-0.8536373632733376,-0.6917082567200771,-0.7523658378886734,-0.8261770802487415
Marshall Islands,-1.4522508378370218,0.6954656862745098,2.756564335047312,2.528647144168419
San Marino,-0.051649753904113756,0.13679058880749004,0.6496266164774452,0.3679575340813126
Gibraltar,-0.11930983847283406,0.061257618916352716,0.12244023386084667,-0.07337430065119692
Micronesia,-1.607394758333952,-1.5393322014714206,-1.486760930375139,-1.1707962192228403
Tonga,-0.9975961538461537,-0.8781514305370078,-0.7389564791377481,-0.2550076090980134
Antigua And Barbuda,-0.509915014164306,-0.442439109865078,-0.37840454085449027,-0.2959233249414779
Faroe Islands,-0.8209965500676885,-0.8321958522301968,-1.3275908001065624,-1.804436844710435
British Virgin Islands,-1.5742511153601022,-1.4116428155151202,-1.5041050903119868,-1.7871432381968526
Palau,-0.5644781936697802,-0.7501520578495642,-0.8920059921013209,-0.9481277911370662
St. Kitts And Nevis,-0.5454545454545455,-0.3791725912384048,-0.1291374974512336,0.006805498843065197
Nauru,-0.8763693270735524,-1.239343227028734,-1.5666213731915914,-1.4859926918392206
Tuvalu,-1.8148099085971652,-2.064220183486239,-2.383248381319741,-2.257973468811741
Liechtenstein,-1.1925337020394053,-1.189435018366276,-1.0975393875022128,-1.0202255235367819
