,Country name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
59,Kazakhstan,323.5005488239551,434.4038349207755,504.858027416411,458.57985480833923,525.8186013369075,613.5485522438373,677.870735183167,714.1299880662528,672.2131794312954,565.2637988777955,416.0363572597615,459.0875168441611,470.74051067414877,484.61999565517,514.9104822590858,584.1432705458344,668.8341007013979
60,Kenya,365.79188011739615,425.7610011347796,441.6478798049644,412.8179610396509,416.028404265366,389.5443463109222,437.04817678219865,497.9616591366254,535.0674918366373,504.43272755109723,516.1290946527513,548.6998117285644,599.8080543151284,641.1288775853712,633.2486858247252,628.920563142378,1047.0571364375535
61,Kuwait,1356.0725038724313,1539.6264715940986,1805.6750189114778,1808.349679743038,1901.8520457943039,2255.0029517227713,2421.9859915045163,2281.4671640702336,2584.62728630841,2640.8331471260663,2526.9956529485535,2461.130472809981,2612.959203321522,4326.534052615545,2963.5318136652972,3587.3813517694084,6322.0022451372
62,Latvia,767.2976554401092,1101.613818115894,1418.4200482384692,1295.618633171793,1193.2701823837126,1316.752012580137,1252.5714285714287,1352.4957883403936,1016.3030999089834,907.5815449009054,950.8297742007529,1045.9906296320364,1185.678327994496,1204.554572639895,1305.5301525112673,1510.359375773272,2343.0182131064657
63,Lebanon,282.7840929133199,302.0611220842162,331.7135497280607,457.71144278606965,400.5578507230274,467.41357751900136,535.12299149008,576.9717302846384,617.1349266614453,681.8987097487666,757.9698670981694,847.3309283576664,903.7518181158566,780.0080928689883,739.7625611212986,882.066950096168,1578.198237240396
64,Lesotho,148.0666676732861,124.15936082160859,113.72407718928326,113.35106614799336,134.95014975137428,165.71107344228673,178.56341072714795,164.6287694903701,156.71279614745941,168.0783460753414,129.09926810443318,149.16914004862133,156.30281796480315,164.22202858407346,95.52463288528708,179.00788977257255,258.4667762368852
65,Liberia,4.886109694770049,4.941596223463698,5.260543971871705,5.284023242112317,3.8611642782251607,6.486938911954248,7.296507821279868,7.4606527624718595,7.373828728073019,7.930622453307284,8.046197434611274,9.897373710547328,6.288617326765564,5.757173347358976,3.8718533817355216,5.3214206144848,10.344136756542468
66,Lithuania,202.88849930510764,266.6130422292444,340.80578683325734,309.0133654015664,284.7702519867975,308.5344705977187,293.28043923087523,320.3079575318941,335.8046693049427,1021.3741116038283,1104.3417393518655,1228.379359564491,1418.699282365948,1463.125197561363,1644.3340733237385,1880.91191487254,2786.4655512825675
67,Luxembourg,4788.624552662656,5463.996695687835,6006.368100148112,5750.091925827338,5600.351775303436,5973.050792149685,5592.083309504114,5916.8110863356815,6080.140150283835,5244.574976712925,5282.418381757327,5557.355981642495,5997.280653053169,5784.697950763212,5934.660616001568,6473.334839600428,14142.442362080228
68,Malawi,153.29473393989525,163.50201549279836,177.67129619924063,195.098050836495,174.9057220613027,247.679947235941,209.7495048694335,168.53919738465027,189.8500811813186,206.32932296335804,150.88102914789357,171.16898144185902,126.11501090386443,146.77210254992463,100.8628371182735,111.85283154011887,169.9432371051609
69,Malaysia,524.759463700083,589.3200346235122,619.4585993770145,589.9476187823602,682.572033086328,770.7035491192026,804.9993575389367,843.8922900666091,847.8273890529711,754.5813151384033,750.1496427197226,767.3777750461686,891.0676125115823,893.0640960247191,786.1999813534162,799.5707047148137,1743.3023994540467
70,Mali,55.06761263797066,64.2032901993104,75.66482926389345,77.86842927160878,82.35810343242498,100.90599534632754,106.6290849219672,156.8490125347512,147.4455223069692,109.31927145325193,118.25143824898596,119.85694551547498,131.83304113763344,185.9184698484987,140.7456042479226,161.82354787106365,257.40085470692964
71,Malta,3100.6059388971316,3475.5699861150047,1668.1611360992345,1607.017305619142,1598.4029751205785,1744.9778773852402,1647.8825694908166,1751.2709025843396,1779.9382772071308,1542.668928434808,1612.1007574311784,1690.436314244095,1847.4952623899758,1827.8948699502023,1800.159356831208,1947.131565938419,4099.598662622624
72,Mauritius,398.38442789548986,427.8325051869342,507.5065008894104,528.7580022403143,593.4174451995166,686.2688745712996,702.263557242149,774.7214225618922,803.5826542139259,723.6277230885964,777.2801385761569,854.4314581944454,907.8974316660504,898.303945910982,752.1153788240656,846.3508645905421,1428.9320422868363
73,Mexico,490.4736019125264,517.1121344360535,520.2021337709399,435.2572169630684,472.2011701934356,482.0752318723047,471.17673062260263,501.5296193032985,479.6730023434355,415.2034652758654,367.117348159295,376.19343718359977,387.0594972657228,406.3764841188451,407.7496121795868,454.3145949941508,475.50482303929726
74,Mongolia,108.26912790385992,147.79124819710378,235.15956432500897,208.96581223331563,251.6093257069988,335.1597735403442,410.69402908115916,390.5955013682301,438.18859045934346,410.08792606404194,402.7022749558398,387.12551277750873,405.6244567459902,422.10719940159913,433.86926750830133,449.0243611211004,518.4121436397818
75,Montenegro,543.6742905534855,681.1275854753449,895.6900805250385,896.845097285809,947.8874167998449,1004.9916921220367,934.0413649533187,964.2136960889777,960.506066972804,804.3968460307536,831.2842379799365,864.2061002629912,904.6111546252827,865.4125794968639,892.332904398517,938.0435107496071,2116.137246379487
76,Morocco,421.1755061351476,465.9234243587876,517.397657517588,522.0240533194326,513.4749554437306,551.3064169718322,533.6998987132511,557.0159797951825,567.9049242477831,502.8497406280555,513.0779808771905,526.620007397321,552.1993866595587,546.4238761716775,542.4958225942089,862.0496927932345,1364.4474907031347
77,Myanmar,10424.542167077194,11583.3183639885,13130.526297659113,13904.226014225374,15311.36411268348,18493.032374179504,179.91361465144828,133.11929225193288,135.04111694530414,100.91643992077452,132.21003966688986,127.53974308924681,134.46407025390945,137.56252006756782,156.54017052298173,,
78,Namibia,420.1368559178027,430.50368285117185,404.16546072651425,424.64193150526137,549.3992594416715,643.7519898705096,686.4238840251684,701.881780396561,612.1985495099899,532.2073293178345,470.95722948197397,639.9145680011907,546.5718514081981,745.0777191229042,451.7705778324405,600.0779371668258,970.1297480744951
79,Netherlands,2545.098815131444,2834.1485850362437,3141.533681447426,3108.970018429344,2976.2339170848277,3154.1706015907694,2957.583524240082,3103.8118564186516,3133.933349915414,2668.378503039948,2696.415983647304,2779.0156949633442,2961.83391096633,2882.646862962574,3074.7919252496336,3265.5459957008643,7360.883172109437
80,New Zealand,2073.854972806927,2525.216838499527,2512.7803699713795,2273.7532797602703,2735.197776141828,3070.759323816964,3233.4544687784914,3404.384276507391,3555.2913208404425,3070.253433056132,3233.7295440965754,3402.2346045988156,3412.077426391378,3320.211919075462,3397.407145946145,3822.0870467298537,7790.723360902868
81,Nicaragua,274.53616568137625,268.70468302459017,275.7551396590397,295.4991694682732,295.91530383599337,294.98915611404027,296.8184143978097,301.8574277813046,313.8422615703425,319.7025683829322,324.64666515733705,340.72809514192744,340.9288375298681,330.3444080056876,319.6803028548546,313.2527208422794,610.3101666382297
82,Nigeria,143.514357123722,156.7624311113755,182.66544198247541,157.86432862022892,174.00802676620344,217.77276582147465,221.83437452446174,252.8420226826063,305.34338299832945,237.46581195512823,205.98283180534298,165.0347688878094,192.78124870488344,148.2880193664459,134.6116462968859,143.56492465558745,241.8961709921298
83,North Macedonia,472.03209170214245,539.5953258218441,626.4736406183189,678.4945547762132,650.2042666342883,691.8646397880573,640.4017519223642,668.7093764859864,674.5679468155893,579.3067063758759,588.9284783487323,616.2655226729265,683.6873973374738,681.6149564187681,746.7566797376522,822.8721811315154,1573.2179506323039
84,Norway,4761.798337045831,5504.065964998347,6046.099290780142,5613.570103663587,6071.970218884767,6797.978504651726,6807.04770090245,6978.723404255319,6712.5099176560425,5282.6289137012445,5195.238095238095,5399.153737441098,5657.546879803258,5422.727272727272,5177.449331982563,5912.689173457509,12251.157980902137
85,Oman,460.3381014304291,512.3537061118335,564.369310793238,592.9778933680104,592.9778933680104,814.0442132639791,910.2730819245774,983.0949284785436,1557.8673602080623,1672.3016905071522,1810.1430429128739,1828.3485045513653,1750.3250975292588,1833.5500650195058,1398.7582742014997,1667.830341368669,2984.0897048428224
86,Pakistan,82.85862591230143,94.96445412238846,93.90973852386682,96.9492063993187,104.93719362648018,116.89372839867845,123.44066879879304,123.67545155895971,134.87327474977758,150.77269458821385,155.86473153652668,178.5308525925636,157.54440131001076,143.5966271773176,98.47812178143624,147.74264003592393,165.96570208047814
87,Panama,547.16,577.1,608.12,635.19,705.8093279062168,744.1580960495123,817.2568508142178,986.98,1042.1,1115.3381165077392,1237.6021989062524,1358.51,1422.03,1184.8508046804166,1248.7461625598055,1467.9747680314783,2626.5071953643355
88,Paraguay,212.54782847729203,247.47056158340038,321.3238870923522,296.33286608426687,351.5286081024223,452.5016180137979,423.1089755125198,482.8441915706442,499.2789117697907,438.0992349854269,405.1718043512222,430.83590113718435,452.55411626109736,419.6014282535464,371.45809909509614,386.23043841073445,798.5650695161318
89,Peru,264.6522290802072,299.5481608189371,340.2397636376862,359.4012967321913,389.36330250873857,419.0116553502051,446.65639761922296,459.7956276923281,461.52517397214905,426.3976556053821,430.2768690344376,450.0492242279073,459.4898717693775,470.3859702476562,423.22669636411723,386.0860338419719,934.6188310783115
90,Philippines,133.12085833429677,150.70947918579208,164.13493656004547,159.040468730244,177.23474881341934,191.16602002974946,206.18632512886782,214.55402968427398,215.83046648266043,214.31151358593638,217.39303338170453,212.10034588610347,216.60068263074828,363.51035881925554,262.133470180036,314.9035165215846,509.40692297456684
91,Poland,797.8967665521307,965.6966346935458,1221.1311303043308,994.1856271489611,1069.2136769144033,1148.8946631938645,1083.9720049557714,1157.6854726495687,1197.3213223054252,1036.7422735110758,1027.7003978600312,1133.5332511142647,1270.8638088747398,1280.9819306527756,1325.0800799775132,1466.2486242611615,2405.024652906378
92,Portugal,1172.683549931767,1320.1517631724435,1482.520749892234,1442.4700329113698,1426.8158198671345,1508.2531135717907,1407.6016217733238,1452.7220730799525,1452.3303422895422,1265.9542087187447,1319.4285108816036,1368.043905122199,1456.1169107741168,1425.0910510879055,1497.7046478393693,1605.368904869487,3496.5554242231738
93,Puerto Rico,1976.0,2062.6666666666665,2127.6666666666665,2197.0,2218.6666666666665,2223.0,2244.6666666666665,2240.333333333333,2257.6666666666665,2288.0,2283.6666666666665,2297.75,2400.6666666666665,2370.333333333333,2465.6666666666665,3860.373956715273,6906.998808778117
94,Qatar,1430.2197802197802,1735.7142857142856,2032.967032967033,2140.6593406593406,1787.2273043203497,2033.2417582417581,2377.4725274725274,2655.7692307692305,2879.945054945055,2903.296703296703,2965.10989010989,3049.175824175824,3055.21978021978,3106.5934065934066,3174.175824175824,3215.178571428571,7041.676941632665
95,Romania,407.9767888035383,572.54178201579,699.1262576893799,605.0519377239225,598.5084489757387,649.4766738538598,594.8330546104607,649.9561787254331,695.0965536288788,637.8463842358453,692.0111188779362,795.3131714607422,1105.3840005492345,1145.1358860763228,1228.3247492059695,1330.3955932834936,1544.2293045447
